ISBN,Book-Title,Book-Author,Publisher,Year-Of-Publication,Image-URL-L
849578744x,Si o No,Spencer Johnson,Ediciones Urano,2003.0,http://images.amazon.com/images/P/849578744X.01.LZZZZZZZ.jpg
8432078220,Decameron,Giovanni Boccaccio,Astran,0.0,http://images.amazon.com/images/P/8432078220.01.LZZZZZZZ.jpg
8401423333,Alicia En El Pais de Las Maravillas y Otros,Lewis Carroll,"Plaza &amp; Janes Editores, S.A.",1995.0,http://images.amazon.com/images/P/8401423333.01.LZZZZZZZ.jpg
847888730x,Gambito Turco,Boris Akunin,Salamandra,2002.0,http://images.amazon.com/images/P/847888730X.01.LZZZZZZZ.jpg
8478887296,El Angel Caido,Boris Akunin,Salamandra,2002.0,http://images.amazon.com/images/P/8478887296.01.LZZZZZZZ.jpg
8420441694,La Fiesta del Chivo,Mario Vargas Llosa,Santillana USA Publishing Company,2000.0,http://images.amazon.com/images/P/8420441694.01.LZZZZZZZ.jpg
8423918335,Poesias completas,Antonio Machado,Elliot's Books,1997.0,http://images.amazon.com/images/P/8423918335.01.LZZZZZZZ.jpg
8439702035,42 Poemas - Pessoa,Fernando Pessoa,Grijalbo,1998.0,http://images.amazon.com/images/P/8439702035.01.LZZZZZZZ.jpg
8470390244,"Conde de Lucanor, El (Odres nuevos)",Juan Manuel Don,Castalia Publishing Company,2000.0,http://images.amazon.com/images/P/8470390244.01.LZZZZZZZ.jpg
8429453334,Poesia de Garcilaso de la Vega,Garcilaso De La Vega,Santillana USA Publishing Company,1998.0,http://images.amazon.com/images/P/8429453334.01.LZZZZZZZ.jpg
8478807535,El sentir de las mujeres,Nativel Preciado,Planeta Pub Corp,1998.0,http://images.amazon.com/images/P/8478807535.01.LZZZZZZZ.jpg
8429446265,Rimas y Leyendas,Gustavo Adolfo Becquer,Santillana USA Publishing Company,1996.0,http://images.amazon.com/images/P/8429446265.01.LZZZZZZZ.jpg
8401427533,El general en su laberinto,Gabriel MÃ¡rquez GarcÃ­a,"Plaza &amp; Janes Editores, S.A.",2000.0,http://images.amazon.com/images/P/8401427533.01.LZZZZZZZ.jpg
9684112017,El Coronel No Tiene Quien Le Escriba,Gabriel Garcia Marquez,Continental Book Co Inc,1991.0,http://images.amazon.com/images/P/9684112017.01.LZZZZZZZ.jpg
0553060813,"Beltenebros (Ave Fenix, 234/2)",Antonio Munoz Molina,Bantam Doubleday Dell Publishing Group,1998.0,http://images.amazon.com/images/P/0553060813.01.LZZZZZZZ.jpg
8432215244,El Perfume,Patrick Suskind,Booket,1985.0,http://images.amazon.com/images/P/8432215244.01.LZZZZZZZ.jpg
0613094352,Rebelion En LA Granja,George Orwell,Econo-Clad Books,1999.0,http://images.amazon.com/images/P/0613094352.01.LZZZZZZZ.jpg
9504906338,"Casa Torcida, La",Agatha Christie,Planeta,2000.0,http://images.amazon.com/images/P/9504906338.01.LZZZZZZZ.jpg
0195009428,Nada (Spanish Language Edition),C. Laforet,Oxford University Press,1958.0,http://images.amazon.com/images/P/0195009428.01.LZZZZZZZ.jpg
8408001493,Autobiografia Del General Franco (ColecciÃ³n Autores espaÃ±oles e hispanoamericanos),Manuel Vazquez Montalban,Planeta Pub Corp,1995.0,http://images.amazon.com/images/P/8408001493.01.LZZZZZZZ.jpg
8401497477,Flores en el Ã¡tico,Virginia C. Andrews,"Plaza &amp; Janes Editores, S.A.",1998.0,http://images.amazon.com/images/P/8401497477.01.LZZZZZZZ.jpg
3596106729,Die Unsterblichkeit. Roman,Milan Kundera,"Fischer (Tb.), Frankfurt",1992.0,http://images.amazon.com/images/P/3596106729.01.LZZZZZZZ.jpg
1892145081,City Secrets New York City (City Secrets New York City),Robert Kahn,Little Bookroom,2002.0,http://images.amazon.com/images/P/1892145081.01.LZZZZZZZ.jpg
0684832720,The SOVEREIGN INDIVIDUAL: MASTERING THE TRANSITION TO THE INFORMATION AGE,James Dale Davidson,Free Press,1999.0,http://images.amazon.com/images/P/0684832720.01.LZZZZZZZ.jpg
1573222062,Turning the Mind into an Ally,Sakyong Mipham Rinpoche,Riverhead Books,2003.0,http://images.amazon.com/images/P/1573222062.01.LZZZZZZZ.jpg
0375402519,"South of the Border, West of the Sun",HARUKI MURAKAMI,Knopf,1999.0,http://images.amazon.com/images/P/0375402519.01.LZZZZZZZ.jpg
0745320104,The Greatest Sedition Is Silence : Four Years in America,William Rivers Pitt,PLUTO PRESS,2003.0,http://images.amazon.com/images/P/0745320104.01.LZZZZZZZ.jpg
3442163714,Weg mit den letzten 10 Pfund. Der bombensichere 28- Tage- Plan zur Topfigur.,Denise Austin,Goldmann,2002.0,http://images.amazon.com/images/P/3442163714.01.LZZZZZZZ.jpg
3453196465,Warhammer 04. Der Hort des Drachen. Die Abenteuer von Gotrek und Felix.,William King,Heyne,2002.0,http://images.amazon.com/images/P/3453196465.01.LZZZZZZZ.jpg
3442162637,"Die perfekte Liebhaberin. Sextechniken, die ihn verrÃ?Â¼ckt machen.",Lou Paget,Goldmann,2000.0,http://images.amazon.com/images/P/3442162637.01.LZZZZZZZ.jpg
9999999999,World Directory of Awards and Prizes,Joseph L. Heller,Access Publishers Network,1996.0,http://images.amazon.com/images/P/9999999999.01.LZZZZZZZ.jpg
0060964812,Stop Struggling With Your Child: Quick-Tip Parenting Solutions That Will Work for You-And Your Kids Ages 4 to 12,Evonne Weinhaus,Perennial (HarperCollins),1991.0,http://images.amazon.com/images/P/0060964812.01.LZZZZZZZ.jpg
0385240708,Your Hyperactive Child: A Parent's Guide to Coping With Attention Deficit Disorder,Barbara Ph.D. Ingersoll,Main Street Books,1988.0,http://images.amazon.com/images/P/0385240708.01.LZZZZZZZ.jpg
0890813043,Parenthood Without Hassles * * Well Almost,Kevin Leman,Harvest House Publishers,1979.0,http://images.amazon.com/images/P/0890813043.01.LZZZZZZZ.jpg
0671556002,Dr. Fulford's Touch of Life: The Healing Power of the Natural Life Force,Robert C. Fulford,Pocket Books,1996.0,http://images.amazon.com/images/P/0671556002.01.LZZZZZZZ.jpg
0020198809,"The Vegetable, or from President to Postman",F. Scott Fitzgerald,Scribner Paper Fiction,1987.0,http://images.amazon.com/images/P/0020198809.01.LZZZZZZZ.jpg
0806931744,"Making &amp; Selling Herbal Crafts: Tips, Techniques, Projects",Alyce Nadeau,Sterling Pub Co Inc,1995.0,http://images.amazon.com/images/P/0806931744.01.LZZZZZZZ.jpg
000648381X,MR. LANDEN HAS NO BRAIN,Stephen Walker,Trafalgar Square,2001.0,http://images.amazon.com/images/P/000648381X.01.LZZZZZZZ.jpg
0743403649,Prowlers,Christopher Golden,Simon Pulse,2001.0,http://images.amazon.com/images/P/0743403649.01.LZZZZZZZ.jpg
0395822831,Health Against Wealth: Hmos and the Breakdown of Medical Trust,George Anders,Houghton Mifflin Company,1996.0,http://images.amazon.com/images/P/0395822831.01.LZZZZZZZ.jpg
0713990910,Without Sin: The Life and Death of the Oneida Community,Spencer Klaw,Penguin USA,1993.0,http://images.amazon.com/images/P/0713990910.01.LZZZZZZZ.jpg
0394523814,Dinner at the Homesick Restaurant,Anne Tyler,Alfred A. Knopf,1982.0,http://images.amazon.com/images/P/0394523814.01.LZZZZZZZ.jpg
0060111089,Disturbing the universe,Freeman J Dyson,Harper &amp; Row,1979.0,http://images.amazon.com/images/P/0060111089.01.LZZZZZZZ.jpg
0394759788,Winters' Tales: Stories and Observations for the Unusual,Jonathan Winters,Random House Inc,1988.0,http://images.amazon.com/images/P/0394759788.01.LZZZZZZZ.jpg
0060148454,"The Structures of Everyday Life: Civilization and Capitalism, 15th-18th Century Volume 1",Fernand Braudel,Harper &amp; Row,1982.0,http://images.amazon.com/images/P/0060148454.01.LZZZZZZZ.jpg
006018289X,The Way You Wear Your Hat: Frank Sinatra and the Lost Art of Livin',Bill Zehme,Harpercollins,1997.0,http://images.amazon.com/images/P/006018289X.01.LZZZZZZZ.jpg
1883011582,Reporting Vietnam: American Journalism 1959-1969 (Part One) (Library of America),Library of America,Library of America,1998.0,http://images.amazon.com/images/P/1883011582.01.LZZZZZZZ.jpg
0399141308,Idoru,William Gibson,Putnam Publishing Group,1996.0,http://images.amazon.com/images/P/0399141308.01.LZZZZZZZ.jpg
0679411607,Billions and Billions: Thoughts on Life and Death at the Brink of the Millennium,Carl Sagan,Random House Inc,1997.0,http://images.amazon.com/images/P/0679411607.01.LZZZZZZZ.jpg
0812921135,"The Mansion on the Hill: Dylan, Young, Geffen, Springsteen, and the Head-On Collision of Rock and Commerce",Fred Goodman,Random House Inc,1997.0,http://images.amazon.com/images/P/0812921135.01.LZZZZZZZ.jpg
0670859117,The Cunning Man: A Novel,Robertson Davies,Penguin USA,1995.0,http://images.amazon.com/images/P/0670859117.01.LZZZZZZZ.jpg
042516814X,Protect and Defend,Eric L. Harry,Berkley Publishing Group,1999.0,http://images.amazon.com/images/P/042516814X.01.LZZZZZZZ.jpg
0380755467,Minor in Possession,J.A. Jance,Avon,1990.0,http://images.amazon.com/images/P/0380755467.01.LZZZZZZZ.jpg
0312926022,Sanibel Flats (A Doc Ford Novel),Randy Wayne White,St. Martin's Paperbacks,1991.0,http://images.amazon.com/images/P/0312926022.01.LZZZZZZZ.jpg
0380810417,Black Delta Night : A Rachel Porter Mystery,Jessica Speart,Avon,2001.0,http://images.amazon.com/images/P/0380810417.01.LZZZZZZZ.jpg
0425181510,Quincannon,Bill Pronzini,Berkley Publishing Group,2001.0,http://images.amazon.com/images/P/0425181510.01.LZZZZZZZ.jpg
0553567977,The Brazos (Rivers West),Jory Sherman,Bantam Books,1999.0,http://images.amazon.com/images/P/0553567977.01.LZZZZZZZ.jpg
0425171450,"The Best of the American West II: Frontier Adventure by Louis L'Amour, John Jakes, Loren D. Estleman, Elmer Kelton, and Many Others",Edward Gorman,Berkley Publishing Group,1999.0,http://images.amazon.com/images/P/0425171450.01.LZZZZZZZ.jpg
0440234557,Texas Vigilante,Bill Crider,Dell Publishing Company,1999.0,http://images.amazon.com/images/P/0440234557.01.LZZZZZZZ.jpg
0553565508,Brazos,Cameron Judd,Bantam Books,1994.0,http://images.amazon.com/images/P/0553565508.01.LZZZZZZZ.jpg
0451203275,Tales of the American West: The Best of Spur Award-Winning Authors,Richard S. Wheeler,Signet Book,2001.0,http://images.amazon.com/images/P/0451203275.01.LZZZZZZZ.jpg
0312976119,Jitter Joint (St. Martin's Minotaur Mysteries),Howard Swindle,St. Martin's Press,2000.0,http://images.amazon.com/images/P/0312976119.01.LZZZZZZZ.jpg
0345365313,Galveston Gunman,Bill Crider,Ballantine Books,1990.0,http://images.amazon.com/images/P/0345365313.01.LZZZZZZZ.jpg
0786889152,Sunset Express: An Elvis Cole Novel,Robert Crais,Hyperion Press,1997.0,http://images.amazon.com/images/P/0786889152.01.LZZZZZZZ.jpg
0553294148,"Hawaii Heritage (The Holts : An American Dynasty, Vol. 5)",Dana Fuller Ross,Bantam Books,1991.0,http://images.amazon.com/images/P/0553294148.01.LZZZZZZZ.jpg
0312977875,Last Seen in Massilia : A Novel in Ancient Rome (A Novel of Ancient Rome),Steven Saylor,St. Martin's Minotaur,2001.0,http://images.amazon.com/images/P/0312977875.01.LZZZZZZZ.jpg
0553571672,Night Frost,R. D. Wingfield,Bantam Books,1995.0,http://images.amazon.com/images/P/0553571672.01.LZZZZZZZ.jpg
091825955X,Sharing the Road with Idiots,Bob Glickman,CCC Publications,1993.0,http://images.amazon.com/images/P/091825955X.01.LZZZZZZZ.jpg
0312956010,Coyote Wind/a Montana Mystery: A Gabriel Du Pre Mystery (Montana Mystery (Hardcover)),Peter Bowen,St Martins Pr (Mm),1996.0,http://images.amazon.com/images/P/0312956010.01.LZZZZZZZ.jpg
0451204816,Ancient Enemy (Howard Moon Deer Mysteries),Robert Westbrook,Signet Book,2001.0,http://images.amazon.com/images/P/0451204816.01.LZZZZZZZ.jpg
0375403698,Hadrian's Walls,Robert Draper,Random House Inc,1999.0,http://images.amazon.com/images/P/0375403698.01.LZZZZZZZ.jpg
0553581287,Death of a Baritone (Music Lover's Mysteries),Karen Sturges,Bantam Books,1999.0,http://images.amazon.com/images/P/0553581287.01.LZZZZZZZ.jpg
0425175510,"A Little Traveling Music, Please (Honey Huckleberry Mysteries)",Margaret Moseley,Berkley Prime Crime,2000.0,http://images.amazon.com/images/P/0425175510.01.LZZZZZZZ.jpg
0553575872,Sign of Foul Play: A Connor Westphal Mystery (Connor Westphal Mystery),Penny Warner,Bantam Books,1998.0,http://images.amazon.com/images/P/0553575872.01.LZZZZZZZ.jpg
0451203089,Sitka,Louis L'Amour,Signet Book,2001.0,http://images.amazon.com/images/P/0451203089.01.LZZZZZZZ.jpg
0385336748,Easter Island,JENNIFER VANDERBES,Delta,2004.0,http://images.amazon.com/images/P/0385336748.01.LZZZZZZZ.jpg
0373257295,"Outrageous  (Blaze) (Harlequin Temptations, No 629)",Lori Foster,Harlequin,1997.0,http://images.amazon.com/images/P/0373257295.01.LZZZZZZZ.jpg
080411966X,After Twilight,Dee Davis,Ivy Books,2001.0,http://images.amazon.com/images/P/080411966X.01.LZZZZZZZ.jpg
1582614830,The History of America's Greatest Stock Car Tracks: From Daytona to the Brickyard,Kathy Persinger,Sports Publishing,2002.0,http://images.amazon.com/images/P/1582614830.01.LZZZZZZZ.jpg
1853402990,The Upside-down Mice and Other Animal Stories,Jane Merer,Piccadilly Press,1995.0,http://images.amazon.com/images/P/1853402990.01.LZZZZZZZ.jpg
0708941362,Maiden Speech,Alice Renton,F A Thorpe (Publishers),1999.0,http://images.amazon.com/images/P/0708941362.01.LZZZZZZZ.jpg
0140367292,No Gun for Asmir (Puffin Books),Christobel Mattingley,Puffin Books,1994.0,http://images.amazon.com/images/P/0140367292.01.LZZZZZZZ.jpg
0340829915,The Adventure of English 500 AD-2000,Melvyn Bragg,Hodder &amp; Stoughton Ltd,2003.0,http://images.amazon.com/images/P/0340829915.01.LZZZZZZZ.jpg
0099181827,The XXXX Files,David Lines,Arrow,1996.0,http://images.amazon.com/images/P/0099181827.01.LZZZZZZZ.jpg
0312151365,"Good Girls Go to Heaven, Bad Girls Go Everywhere: How to Break the Rules and Get What You Want from Your Job, Your Family, and Your Relationship",Jana U. Ehrhardt,St Martins Pr,1997.0,http://images.amazon.com/images/P/0312151365.01.LZZZZZZZ.jpg
0434000973,Swan,Naomi Campbell,William Heinemann Ltd,1994.0,http://images.amazon.com/images/P/0434000973.01.LZZZZZZZ.jpg
1586649310,Duck Prince (Duck Prince),Ai Morinaga,Central Park Media,2004.0,http://images.amazon.com/images/P/1586649310.01.LZZZZZZZ.jpg
1586649019,Popcorn Romance,Tomoko Taniguchi,Central Park Media,2003.0,http://images.amazon.com/images/P/1586649019.01.LZZZZZZZ.jpg
0486295559,Persuasion (Dover Thrift Editions),Jane Austen,Dover Publications,1997.0,http://images.amazon.com/images/P/0486295559.01.LZZZZZZZ.jpg
067101580X,Urban Dreams and Rural Realities: One Couple's Pursuit of the Good Life,Bel Crewe,Simon &amp; Schuster (Trade Division),1999.0,http://images.amazon.com/images/P/067101580X.01.LZZZZZZZ.jpg
0380490986,Missing,Thomas Hauser,Harper Mass Market Paperbacks (Mm),1982.0,http://images.amazon.com/images/P/0380490986.01.LZZZZZZZ.jpg
0060572140,Truth &amp; Beauty : A Friendship,Ann Patchett,HarperCollins,2004.0,http://images.amazon.com/images/P/0060572140.01.LZZZZZZZ.jpg
037550124X,The Happy Bottom Riding Club: The Life and Times of Pancho Barnes,Lauren Kessler,Random House Trade,2000.0,http://images.amazon.com/images/P/037550124X.01.LZZZZZZZ.jpg
0679439331,The Everlasting Story of Nory,Nicholson Baker,Random House Inc,1998.0,http://images.amazon.com/images/P/0679439331.01.LZZZZZZZ.jpg
0688159877,Ring Around the Moon,Mary Burnett Smith,William Morrow &amp; Company,1998.0,http://images.amazon.com/images/P/0688159877.01.LZZZZZZZ.jpg
0345426649,Hanna's Daughters,Marianne Fredriksson,Ballantine Books,1998.0,http://images.amazon.com/images/P/0345426649.01.LZZZZZZZ.jpg
9060053915,Dante's trompet,Cherry Duyns,T. Rap,1993.0,http://images.amazon.com/images/P/9060053915.01.LZZZZZZZ.jpg
0671021958,Orphans 3: Brooke (Orphans),Virginia Andrews,Simon &amp; Schuster (Trade Division),1999.0,http://images.amazon.com/images/P/0671021958.01.LZZZZZZZ.jpg
0333691482,Death Is Now My Neighbour,Colin Dexter,Humanity Press/prometheus Bk,0.0,http://images.amazon.com/images/P/0333691482.01.LZZZZZZZ.jpg
0141014628,The Kid,Kevin Lewis,Penguin Books Ltd,2004.0,http://images.amazon.com/images/P/0141014628.01.LZZZZZZZ.jpg
0684871904,Venice: Lion City,Garry Wills,Simon &amp; Schuster,2001.0,http://images.amazon.com/images/P/0684871904.01.LZZZZZZZ.jpg
0873418980,Twined Rag Rugs: Tradition in the Making (Tradition in the Making),Bobbie Irwin,Krause Publications,2000.0,http://images.amazon.com/images/P/0873418980.01.LZZZZZZZ.jpg
9029028106,Het leeuwekind: Roman (Meulenhoff editie),Roel van Duijn,Meulenhoff,1991.0,http://images.amazon.com/images/P/9029028106.01.LZZZZZZZ.jpg
0263792951,To Win the Lady (Legacy of Love),Mary Nichols,Harlequin Mills &amp; Boon Ltd,1995.0,http://images.amazon.com/images/P/0263792951.01.LZZZZZZZ.jpg
9029536225,Lijken op liefde: Roman,Astrid Roemer,Arbeiderspers,1997.0,http://images.amazon.com/images/P/9029536225.01.LZZZZZZZ.jpg
0752843303,The Holiday,Erica James,"Orion Publishing Group, Ltd.",2002.0,http://images.amazon.com/images/P/0752843303.01.LZZZZZZZ.jpg
0060179430,Inventing Memory: A Novel of Mothers and Daughters,Erica Jong,HarperCollins Publishers,1997.0,http://images.amazon.com/images/P/0060179430.01.LZZZZZZZ.jpg
0394547012,The Messiah of Stockholm,Cynthia Ozick,Random House Inc,1987.0,http://images.amazon.com/images/P/0394547012.01.LZZZZZZZ.jpg
0582296811,British government and politics (Longman exam guides),David Stephenson,Longman,1987.0,http://images.amazon.com/images/P/0582296811.01.LZZZZZZZ.jpg
0283995254,Our Story,Reg Kray,Pan Macmillan,1988.0,http://images.amazon.com/images/P/0283995254.01.LZZZZZZZ.jpg
9068340344,Turbo-taal: Van socio-babble tot yuppie-speak,Jan Kuitenbrouwer,Aramith,1987.0,http://images.amazon.com/images/P/9068340344.01.LZZZZZZZ.jpg
0862421497,Your Rights 1994-95: A Guide to Money Benefits for Older People,Sally West,"Age Concern Books, Age Concern England",1994.0,http://images.amazon.com/images/P/0862421497.01.LZZZZZZZ.jpg
0345426606,The Handyman (Ballantine's Reader's Circle),Carolyn See,Ballantine Books,2000.0,http://images.amazon.com/images/P/0345426606.01.LZZZZZZZ.jpg
0671021974,Orphans 1: Butterfly (Orphans),Virginia Andrews,Simon &amp; Schuster (Trade Division),1999.0,http://images.amazon.com/images/P/0671021974.01.LZZZZZZZ.jpg
9061693349,Meneer Foppe en het gedoe,Wim de Bie,Harmonie,1987.0,http://images.amazon.com/images/P/9061693349.01.LZZZZZZZ.jpg
0395522471,Taylor's Pocket Guide to Flowering Shrubs,Norman Taylor,Houghton Mifflin Company,1990.0,http://images.amazon.com/images/P/0395522471.01.LZZZZZZZ.jpg
0600392880,The book of gambling,Peter Arnold,Hamlyn,1974.0,http://images.amazon.com/images/P/0600392880.01.LZZZZZZZ.jpg
0006476325,Provo,Gordon Stevens,HarperCollins Publishers,1994.0,http://images.amazon.com/images/P/0006476325.01.LZZZZZZZ.jpg
0949892793,Household Manual Australian Womens Week,Australian Womens We,Whitecap Books Ltd,0.0,http://images.amazon.com/images/P/0949892793.01.LZZZZZZZ.jpg
033040069X,All American Girl,Meg Cabot,Pan Macmillan,2002.0,http://images.amazon.com/images/P/033040069X.01.LZZZZZZZ.jpg
0440225329,The Debt Collector,Lynn Hightower,Dell Publishing Company,2001.0,http://images.amazon.com/images/P/0440225329.01.LZZZZZZZ.jpg
0192833561,Jane Eyre (Oxford World's Classics),Charlotte Bronte,Oxford University Press,1998.0,http://images.amazon.com/images/P/0192833561.01.LZZZZZZZ.jpg
1854790943,Fatfield Diet,Sally Ann Voak,Michael O'Mara Books,1999.0,http://images.amazon.com/images/P/1854790943.01.LZZZZZZZ.jpg
0866220666,Your First Guinea Pig,Anja J. Steinkamp,TFH Publications,1991.0,http://images.amazon.com/images/P/0866220666.01.LZZZZZZZ.jpg
0866223010,Beginner's Guide to Canaries,Norton Marsden,TFH Publications,1986.0,http://images.amazon.com/images/P/0866223010.01.LZZZZZZZ.jpg
0876662629,How to Raise and Train a Cairn Terrier,Erliss      E McCormack,TFH Publications,1974.0,http://images.amazon.com/images/P/0876662629.01.LZZZZZZZ.jpg
0860518310,Revenge of the Essex Girls,Cathy Hopkins,Robson Books Ltd,1992.0,http://images.amazon.com/images/P/0860518310.01.LZZZZZZZ.jpg
095194892X,Saving Money Made Simple (Selfhelp),Nicholas Reed,Verulam Publishing Ltd,1994.0,http://images.amazon.com/images/P/095194892X.01.LZZZZZZZ.jpg
0954342100,Shadowmancer,G.P. Taylor,Mount Publishing Ltd,2003.0,http://images.amazon.com/images/P/0954342100.01.LZZZZZZZ.jpg
0340670363,How to Win at Horse Racing (Teach Yourself: How to Win),Belinda Levez,Hodder Arnold Teach Yourself,1996.0,http://images.amazon.com/images/P/0340670363.01.LZZZZZZZ.jpg
0586060480,The Profession of Violence: The Rise and Fall of the Kray Twins,John Pearson,HarperCollins Publishers,1987.0,http://images.amazon.com/images/P/0586060480.01.LZZZZZZZ.jpg
0380790882,The Blue Place,Nicola Griffith,Perennial,1999.0,http://images.amazon.com/images/P/0380790882.01.LZZZZZZZ.jpg
0375700676,A Death in China (Vintage Crime/Black Lizard),Carl Hiaasen,Vintage Books USA,1998.0,http://images.amazon.com/images/P/0375700676.01.LZZZZZZZ.jpg
0471137820,Human Factors in Systems Engineering (Wiley Series in Systems Engineering and Management),Alphonse  Chapanis,Wiley-Interscience,1996.0,http://images.amazon.com/images/P/0471137820.01.LZZZZZZZ.jpg
0192803212,Toothpicks and Logos: Design in Everyday Life,John Heskett,Oxford University Press,2002.0,http://images.amazon.com/images/P/0192803212.01.LZZZZZZZ.jpg
0465067093,The Psychology of Everyday Things,Donald A. Norman,Basic Books,1988.0,http://images.amazon.com/images/P/0465067093.01.LZZZZZZZ.jpg
1582431418,Life Is a Miracle: An Essay Against Modern Superstition,Wendell Berry,Counterpoint Press,2001.0,http://images.amazon.com/images/P/1582431418.01.LZZZZZZZ.jpg
0151005958,The Tale of the Unknown Island,Jose Saramago,Harcourt,1999.0,http://images.amazon.com/images/P/0151005958.01.LZZZZZZZ.jpg
0908629370,The southern scenic collection: New Zealand,Da'Vella Gore,Craigs,1992.0,http://images.amazon.com/images/P/0908629370.01.LZZZZZZZ.jpg
0679415688,In a Country of Mothers,A.M. Homes,Random House Inc,1993.0,http://images.amazon.com/images/P/0679415688.01.LZZZZZZZ.jpg
0871131625,East Along the Equator: A Journey Up the Congo and into Zaire (Traveler / Atlantic Monthly Press),Helen Winternitz,Atlantic Monthly Press,1987.0,http://images.amazon.com/images/P/0871131625.01.LZZZZZZZ.jpg
0805064923,Field Guide: A Novel,Gwendolen Gross,Henry Holt &amp; Company,2001.0,http://images.amazon.com/images/P/0805064923.01.LZZZZZZZ.jpg
0375758267,Kingdom of Shadows,ALAN FURST,Random House Trade Paperbacks,2001.0,http://images.amazon.com/images/P/0375758267.01.LZZZZZZZ.jpg
1413425496,Orange As Marmalade,Fran Stewar,Xlibris Corporation,2003.0,http://images.amazon.com/images/P/1413425496.01.LZZZZZZZ.jpg
0140044655,The Family Arsenal,Paul Theroux,Penguin Books,1996.0,http://images.amazon.com/images/P/0140044655.01.LZZZZZZZ.jpg
0525945245,The Debt : What America Owes to Blacks,Randall Robinson,Dutton Books,2000.0,http://images.amazon.com/images/P/0525945245.01.LZZZZZZZ.jpg
0140115285,All for One (Penguin Cookery Library),Janette Marshall,Penguin Books Ltd,1990.0,http://images.amazon.com/images/P/0140115285.01.LZZZZZZZ.jpg
0840340095,Domes and Homes,Geodesic Service Staff,Kendall Hunt Pub,1986.0,http://images.amazon.com/images/P/0840340095.01.LZZZZZZZ.jpg
0874774578,Working from home: Everything you need to know about living and working under the same roof,Paul Edwards,Distributed by St. Martin's Press,1987.0,http://images.amazon.com/images/P/0874774578.01.LZZZZZZZ.jpg
0747546266,Homework,Susan Peres da Costa,Bloomsbury Publishing Plc,1999.0,http://images.amazon.com/images/P/0747546266.01.LZZZZZZZ.jpg
0380813963,Followin' a Dream (Avon Light Contemporary Romances),Eboni Snoe,Avon,2001.0,http://images.amazon.com/images/P/0380813963.01.LZZZZZZZ.jpg
0425050580,House of the Wolf,M. K. Wren,Berkley Publishing Group,1981.0,http://images.amazon.com/images/P/0425050580.01.LZZZZZZZ.jpg
3446173471,Sofies Welt. Ein Roman Ã?Â¼ber die Geschichte der Philosophie. ( Ab 14 J.).,Jostein Gaarder,Carl Hanser,1993.0,http://images.amazon.com/images/P/3446173471.01.LZZZZZZZ.jpg
3453161866,Der ewige Friede.,Joe Haldeman,Heyne,2000.0,http://images.amazon.com/images/P/3453161866.01.LZZZZZZZ.jpg
0679600760,"Leaves of Grass : The \Death-Bed\"" Edition (Modern Library)""",WALT WHITMAN,Modern Library,1993.0,http://images.amazon.com/images/P/0679600760.01.LZZZZZZZ.jpg
3453170873,Cosm.,Gregory Benford,Heyne,2000.0,http://images.amazon.com/images/P/3453170873.01.LZZZZZZZ.jpg
3717108166,Daemonologie. Bd. 1: Daemonen im Weltenplan. Bd. 2: Daemonen am Werk.,Egon von Petersdorff,Christiana-Verlag,1995.0,http://images.amazon.com/images/P/3717108166.01.LZZZZZZZ.jpg
0879239980,The Alphabet Abecedarium: Some Notes on Letters,Richard A. Firmage,David R. Godine Publisher,1994.0,http://images.amazon.com/images/P/0879239980.01.LZZZZZZZ.jpg
0140047433,The Lives of a Cell: Notes of a Biology Watcher,Lewis Thomas,Penguin Books,1995.0,http://images.amazon.com/images/P/0140047433.01.LZZZZZZZ.jpg
0719559790,Now We Are Sixty,Christopher Matthew,Trafalgar Square,1999.0,http://images.amazon.com/images/P/0719559790.01.LZZZZZZZ.jpg
0671698699,ROCHEWORLD,Robert L. Forward,Baen,1990.0,http://images.amazon.com/images/P/0671698699.01.LZZZZZZZ.jpg
1573225770,Toward Amnesia,Sarah Van Arsdale,Riverhead Books,1997.0,http://images.amazon.com/images/P/1573225770.01.LZZZZZZZ.jpg
1853260126,Oliver Twist (Wordsworth Classics),Charles Dickens,NTC/Contemporary Publishing Company,1997.0,http://images.amazon.com/images/P/1853260126.01.LZZZZZZZ.jpg
0061020095,The Crow: The Lazarus Heart (Crow),Poppy Z. Brite,HarperEntertainment,1999.0,http://images.amazon.com/images/P/0061020095.01.LZZZZZZZ.jpg
8807813823,Garzanti - Gli Elefanti: La Famiglia Winshaw,J Coe,Feltrinelli,0.0,http://images.amazon.com/images/P/8807813823.01.LZZZZZZZ.jpg
0743207432,Wheelers,Jack Cohen,Simon &amp; Schuster (Trade Division),2001.0,http://images.amazon.com/images/P/0743207432.01.LZZZZZZZ.jpg
0226872319,All the Rage: The Story of Gay Visibility in America,Suzanna Danuta Walters,University of Chicago Press,2001.0,http://images.amazon.com/images/P/0226872319.01.LZZZZZZZ.jpg
0679761659,Train Go Sorry: Inside a Deaf World,Leah Hager Cohen,Vintage Books USA,1995.0,http://images.amazon.com/images/P/0679761659.01.LZZZZZZZ.jpg
0970632509,Murder on the Boulevard,Anne Sloan,Anne Sloan,2000.0,http://images.amazon.com/images/P/0970632509.01.LZZZZZZZ.jpg
0297843370,The Science Book,Peter Tallack,Weidenfeld &amp; Nicholson,2003.0,http://images.amazon.com/images/P/0297843370.01.LZZZZZZZ.jpg
